Gene_Symbol,GeneID,Description
TMEM154,201799,transmembrane protein 154
TMPRSS6,164656,"transmembrane protease, serine 6"
C1QL1,10882,"complement component 1, q subcomponent-like 1"
RPP25,54913,ribonuclease P/MRP 25kDa subunit
HMG2L1,10042,high-mobility group protein 2-like 1
RPS7,6201,ribosomal protein S7
MGC39715,169166,hypothetical protein MGC39715
TMEM188,255919,transmembrane protein 188
FLJ11151,55313,hypothetical protein FLJ11151
MXD4,10608,MAX dimerization protein 4
EXOC3L2,90332,exocyst complex component 3-like 2
MRFAP1L1,114932,Morf4 family associated protein 1-like 1
XCR1,2829,chemokine (C motif) receptor 1
RBM7,10179,RNA binding motif protein 7
KRT26,353288,keratin 26
FHIT,2272,fragile histidine triad gene
MAPK8,5599,mitogen-activated protein kinase 8
RANBP1,5902,RAN binding protein 1
PLCB2,5330,"phospholipase C, beta 2"
PANX2,56666,pannexin 2
MSI1,4440,musashi homolog 1
FAM124A,220108,family with sequence similarity 124A
USF1,7391,upstream transcription factor 1
ERRFI1,54206,ERBB receptor feedback inhibitor 1
WDR85,92715,WD repeat domain 85
HBE1,3046,"hemoglobin, epsilon 1"
TRIM52,84851,tripartite motif-containing 52
TMED7,51014,transmembrane emp24 protein transport domain containing 7
TBCC,6903,tubulin folding cofactor C
ZNF777,27153,zinc finger protein 777
SLC25A39,51629,"solute carrier family 25, member 39"
NFYB,4801,"nuclear transcription factor Y, beta"
CIAPIN1,57019,cytokine induced apoptosis inhibitor 1
RRAS,6237,related RAS viral (r-ras) oncogene homolog
DKFZp547H025,56918,hypothetical protein DKFZp547H025
LTK,4058,leukocyte tyrosine kinase
ALG6,29929,"asparagine-linked glycosylation 6 homolog (S. cerevisiae, alpha-1,3-glucosyltransferase)"
TEX13B,56156,testis expressed 13B
GDPD4,220032,glycerophosphodiester phosphodiesterase domain containing 4
ZNRF1,84937,zinc and ring finger 1
NFXL1,152518,"nuclear transcription factor, X-box binding-like 1"
AARS,16,alanyl-tRNA synthetase
CAPNS1,826,"calpain, small subunit 1"
GNAL,2774,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type"
BAK1,578,BCL2-antagonist/killer 1
GCET2,257144,germinal center expressed transcript 2
ZFAND2A,90637,"zinc finger, AN1-type domain 2A"
LRRN3,54674,leucine rich repeat neuronal 3
ZNF553,197407,zinc finger protein 553
IFNA6,3443,"interferon, alpha 6"
KCNE2,9992,"potassium voltage-gated channel, Isk-related family, member 2"
HFE2,148738,hemochromatosis type 2 (juvenile)
PTGER3,5733,prostaglandin E receptor 3 (subtype EP3)
C1orf172,126695,chromosome 1 open reading frame 172
TRIM50,135892,tripartite motif-containing 50
FLJ32658,147872,hypothetical protein FLJ32658
PABPC3,5042,"poly(A) binding protein, cytoplasmic 3"
SCGN,10590,"secretagogin, EF-hand calcium binding protein"
USE1,55850,unconventional SNARE in the ER 1 homolog
DOT1L,84444,"DOT1-like, histone H3 methyltransferase"
LRIG3,121227,leucine-rich repeats and immunoglobulin-like domains 3
TBX20,57057,T-box 20
INPP5A,3632,"inositol polyphosphate-5-phosphatase, 40kDa"
NAT6,24142,N-acetyltransferase 6
ALKBH7,84266,"alkB, alkylation repair homolog 7 (E. coli)"
SYT12,91683,synaptotagmin XII
CHRDL1,91851,chordin-like 1
HIST2H4A,8370,"histone cluster 2, H4a"
C1orf92,149499,chromosome 1 open reading frame 92
C21orf2,755,chromosome 21 open reading frame 2
GPR21,2844,G protein-coupled receptor 21
C6orf165,154313,chromosome 6 open reading frame 165
TFIP11,24144,tuftelin interacting protein 11
NCOA1,8648,nuclear receptor coactivator 1
SLC10A4,201780,"solute carrier family 10 (sodium/bile acid cotransporter family), member 4"
AVPI1,60370,arginine vasopressin-induced 1
ANGPTL6,83854,angiopoietin-like 6
ZHX1,11244,zinc fingers and homeoboxes 1
DACT1,51339,"dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)"
VPS26B,112936,vacuolar protein sorting 26 homolog B (S. pombe)
WDR31,114987,WD repeat domain 31
EMD,2010,emerin (Emery-Dreifuss muscular dystrophy)
KRTAP21-2,337978,keratin associated protein 21-2
LRRN1,57633,leucine rich repeat neuronal 1
GALNT8,26290,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)
NME6,10201,"non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)"
ZXDA,7789,"zinc finger, X-linked, duplicated A"
DPP3,10072,dipeptidyl-peptidase 3
TSSK3,81629,testis-specific serine kinase 3
QRICH2,84074,glutamine rich 2
SLC25A28,81894,"solute carrier family 25, member 28"
CUL4B,8450,cullin 4B
WDR3,10885,WD repeat domain 3
ZNF80,7634,zinc finger protein 80
FAM9A,171482,"family with sequence similarity 9, member A"
CENTB5,116983,"centaurin, beta 5"
JAZF1,221895,JAZF zinc finger 1
B3GNT6,192134,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)"
CLP1,10978,"CLP1, cleavage and polyadenylation factor I subunit, homolog"
RGS6,9628,regulator of G-protein signaling 6
DENND1B,163486,DENN/MADD domain containing 1B
ROD1,9991,ROD1 regulator of differentiation 1 (S. pombe)
ZSWIM1,90204,"zinc finger, SWIM-type containing 1"
EMG1,10436,EMG1 nucleolar protein homolog
SERPINB6,5269,"serpin peptidase inhibitor, clade B (ovalbumin), member 6"
ZNF20,7568,zinc finger protein 20
GPR83,10888,G protein-coupled receptor 83
USP54,159195,ubiquitin specific peptidase 54
LMTK2,22853,lemur tyrosine kinase 2
TSR1,55720,"TSR1, 20S rRNA accumulation, homolog"
HDAC8,55869,histone deacetylase 8
MED18,54797,mediator complex subunit 18
TCEAL8,90843,transcription elongation factor A (SII)-like 8
PLOD1,5351,"procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1"
GNPTG,84572,"N-acetylglucosamine-1-phosphate transferase, gamma subunit"
TARBP1,6894,TAR (HIV-1) RNA binding protein 1
CDC2L1,984,cell division cycle 2-like 1 (PITSLRE proteins)
MGC50559,254013,hypothetical protein MGC50559
PRMT8,56341,protein arginine methyltransferase 8
SPAG4L,140732,sperm associated antigen 4-like
C1orf201,90529,chromosome 1 open reading frame 201
PNPLA2,57104,patatin-like phospholipase domain containing 2
PARP15,165631,"poly (ADP-ribose) polymerase family, member 15"
ZNF347,84671,zinc finger protein 347
ZNF625,90589,zinc finger protein 625
RABL2A,11159,"RAB, member of RAS oncogene family-like 2A"
MGC7036,196383,hypothetical protein MGC7036
BRSK2,9024,BR serine/threonine kinase 2
EIF2C1,26523,"eukaryotic translation initiation factor 2C, 1"
RNASE11,122651,"ribonuclease, RNase A family, 11 (non-active)"
SH3BP4,23677,SH3-domain binding protein 4
ITSN1,6453,intersectin 1 (SH3 domain protein)
ZNF596,169270,zinc finger protein 596
APLN,8862,"apelin, AGTRL1 ligand"
UBR4,23352,ubiquitin protein ligase E3 component n-recognin 4
NSMCE4A,54780,non-SMC element 4 homolog A
CFHR5,81494,complement factor H-related 5
MRPS22,56945,mitochondrial ribosomal protein S22
IL23R,149233,interleukin 23 receptor
C3orf1,51300,chromosome 3 open reading frame 1
OLFM4,10562,olfactomedin 4
CD1A,909,CD1a molecule
KPNB1,3837,karyopherin (importin) beta 1
UTP20,27340,"UTP20, small subunit (SSU) processome component, homolog"
TIMM44,10469,translocase of inner mitochondrial membrane 44 homolog
IWS1,55677,IWS1 homolog
SLC24A2,25769,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
LASS5,91012,"LAG1 homolog, ceramide synthase 5"
ZNF556,80032,zinc finger protein 556
ATP2C1,27032,"ATPase, Ca++ transporting, type 2C, member 1"
KNDC1,85442,kinase non-catalytic C-lobe domain (KIND) containing 1
TNR,7143,"tenascin R (restrictin, janusin)"
SLC7A3,84889,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3"
KIAA1913,114801,KIAA1913
ZNF117,51351,zinc finger protein 117
HOXA6,3203,homeobox A6
ADAMTS9,56999,"ADAM metallopeptidase with thrombospondin type 1 motif, 9"
STAT6,6778,"signal transducer and activator of transcription 6, interleukin-4 induced"
ANKRD12,23253,ankyrin repeat domain 12
LSM7,51690,"LSM7 homolog, U6 small nuclear RNA associated"
TMEM175,84286,transmembrane protein 175
OGFR,11054,opioid growth factor receptor
MTFR1,9650,mitochondrial fission regulator 1
CTBP1,1487,C-terminal binding protein 1
PBXIP1,57326,pre-B-cell leukemia homeobox interacting protein 1
RHAG,6005,Rh-associated glycoprotein
GPRC5D,55507,"G protein-coupled receptor, family C, group 5, member D"
LCE1E,353135,late cornified envelope 1E
ZNF337,26152,zinc finger protein 337
OBP2B,29989,odorant binding protein 2B
C10orf111,221060,chromosome 10 open reading frame 111
ERLIN2,11160,ER lipid raft associated 2
HOXD11,3237,homeobox D11
CDC23,8697,cell division cycle 23 homolog
SPIN2A,54466,"spindlin family, member 2A"
GRPEL1,80273,"GrpE-like 1, mitochondrial (E. coli)"
ANKRD27,84079,ankyrin repeat domain 27 (VPS9 domain)
CLPP,8192,"ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)"
GNAI2,2771,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"
GJB5,2709,"gap junction protein, beta 5, 31.1kDa"
TMIGD2,126259,transmembrane and immunoglobulin domain containing 2
MYC,4609,v-myc myelocytomatosis viral oncogene homolog (avian)
ABCC11,85320,"ATP-binding cassette, sub-family C (CFTR/MRP), member 11"
C11orf54,28970,chromosome 11 open reading frame 54
CENPO,79172,centromere protein O
PAPSS1,9061,3'-phosphoadenosine 5'-phosphosulfate synthase 1
FRMD6,122786,FERM domain containing 6
SMC5,23137,structural maintenance of chromosomes 5
MS4A7,58475,"membrane-spanning 4-domains, subfamily A, member 7"
MORN3,283385,MORN repeat containing 3
SPG20,23111,spastic paraplegia 20 (Troyer syndrome)
KMO,8564,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
TMEM1,7109,transmembrane protein 1
SEC31B,25956,SEC31 homolog B
ASCC3L1,23020,activating signal cointegrator 1 complex subunit 3-like 1
EPHA7,2045,EPH receptor A7
SPESP1,246777,sperm equatorial segment protein 1
CACNA1C,775,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
AHSA2,130872,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2"
DMRTB1,63948,"DMRT-like family B with proline-rich C-terminal, 1"
TUBA3C,7278,"tubulin, alpha 3c"
CCDC114,93233,coiled-coil domain containing 114
HMCN1,83872,hemicentin 1
TDRD3,81550,tudor domain containing 3
DLX5,1749,distal-less homeobox 5
INTS2,57508,integrator complex subunit 2
PCSK4,54760,proprotein convertase subtilisin/kexin type 4
ZNF695,57116,zinc finger protein 695
TCF20,6942,transcription factor 20 (AR1)
WDR66,144406,WD repeat domain 66
SPACA3,124912,sperm acrosome associated 3
TFDP1,7027,transcription factor Dp-1
TM2D2,83877,TM2 domain containing 2
ATPBD1C,51184,"ATP binding domain 1 family, member C"
PTGES2,80142,prostaglandin E synthase 2
EFS,10278,embryonal Fyn-associated substrate
IQGAP3,128239,IQ motif containing GTPase activating protein 3
ZFP37,7539,zinc finger protein 37 homolog (mouse)
EXOC3L,283849,exocyst complex component 3-like
UNC93A,54346,unc-93 homolog A (C. elegans)
MRPL27,51264,mitochondrial ribosomal protein L27
TIGD3,220359,tigger transposable element derived 3
STIP1,10963,stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)
PPARGC1B,133522,"peroxisome proliferator-activated receptor gamma, coactivator 1 beta"
DNHD1,144132,dynein heavy chain domain 1
ANKRD6,22881,ankyrin repeat domain 6
C6orf136,221545,chromosome 6 open reading frame 136
WDR21A,26094,WD repeat domain 21A
RHBDD3,25807,rhomboid domain containing 3
RGS7,6000,regulator of G-protein signaling 7
NAGK,55577,N-acetylglucosamine kinase
ZNF257,113835,zinc finger protein 257
FBXO27,126433,F-box protein 27
OTOA,146183,otoancorin
EMR2,30817,"egf-like module containing, mucin-like, hormone receptor-like 2"
SPINK4,27290,"serine peptidase inhibitor, Kazal type 4"
ACPL2,92370,acid phosphatase-like 2
PLEKHA1,59338,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1"
GAS2L3,283431,growth arrest-specific 2 like 3
LYPD1,116372,LY6/PLAUR domain containing 1
NMT1,4836,N-myristoyltransferase 1
ARL6,84100,ADP-ribosylation factor-like 6
STEAP2,261729,six transmembrane epithelial antigen of the prostate 2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)
POLR1C,9533,"polymerase (RNA) I polypeptide C, 30kDa"
VRK2,7444,vaccinia related kinase 2
ABHD3,171586,abhydrolase domain containing 3
C10orf91,170393,chromosome 10 open reading frame 91
C2orf27,29798,chromosome 2 open reading frame 27
AHCTF1,25909,AT hook containing transcription factor 1
RAB22A,57403,"RAB22A, member RAS oncogene family"
SSFA2,6744,sperm specific antigen 2
TEX28,1527,testis expressed 28
KIAA0528,9847,KIAA0528
ZCCHC9,84240,"zinc finger, CCHC domain containing 9"
PROCA1,147011,proline-rich cyclin A1-interacting protein
RPE,6120,ribulose-5-phosphate-3-epimerase
FLJ25791,222521,hypothetical protein FLJ25791
VN1R2,317701,vomeronasal 1 receptor 2
SCFD1,23256,sec1 family domain containing 1
NTNG1,22854,netrin G1
ANKRD37,353322,ankyrin repeat domain 37
RNF182,221687,ring finger protein 182
PITX3,5309,paired-like homeodomain 3
THBS3,7059,thrombospondin 3
FLJ10081,55683,hypothetical protein FLJ10081
HTR3B,9177,5-hydroxytryptamine (serotonin) receptor 3B
GALNT12,79695,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)
OXSR1,9943,oxidative-stress responsive 1
STK32A,202374,serine/threonine kinase 32A
FAM96B,51647,"family with sequence similarity 96, member B"
CTTNBP2,83992,cortactin binding protein 2
TAS2R46,259292,"taste receptor, type 2, member 46"
GLI4,2738,GLI-Kruppel family member GLI4
C10orf81,79949,chromosome 10 open reading frame 81
TDRD10,126668,tudor domain containing 10
GFM1,85476,"G elongation factor, mitochondrial 1"
SMPDL3A,10924,"sphingomyelin phosphodiesterase, acid-like 3A"
G3BP2,9908,GTPase activating protein (SH3 domain) binding protein 2
GBP4,115361,guanylate binding protein 4
CEP57,9702,centrosomal protein 57kDa
GPAM,57678,"glycerol-3-phosphate acyltransferase, mitochondrial"
PIP4K2B,8396,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
TRIO,7204,triple functional domain (PTPRF interacting)
CERK,64781,ceramide kinase
FAM129B,64855,"family with sequence similarity 129, member B"
ZNF521,25925,zinc finger protein 521
GRM7,2917,"glutamate receptor, metabotropic 7"
U2AF1L4,199746,U2 small nuclear RNA auxiliary factor 1-like 4
CLNS1A,1207,"chloride channel, nucleotide-sensitive, 1A"
RAG2,5897,recombination activating gene 2
IL18RAP,8807,interleukin 18 receptor accessory protein
CCBP2,1238,chemokine binding protein 2
GPATCH4,54865,G patch domain containing 4
USP1,7398,ubiquitin specific peptidase 1
HIPK4,147746,homeodomain interacting protein kinase 4
TPSD1,23430,tryptase delta 1
CTNND2,1501,"catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)"
OR1F1,4992,"olfactory receptor, family 1, subfamily F, member 1"
VPS72,6944,vacuolar protein sorting 72 homolog
UBFD1,56061,ubiquitin family domain containing 1
C10orf32,119032,chromosome 10 open reading frame 32
LOXL4,84171,lysyl oxidase-like 4
TNKS2,80351,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
FGD1,2245,"FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia)"
NDUFB5,4711,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa"
CBX6,23466,chromobox homolog 6
FCER1G,2207,"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide"
C1orf89,79363,chromosome 1 open reading frame 89
FOXA2,3170,forkhead box A2
F2R,2149,coagulation factor II (thrombin) receptor
YARS,8565,tyrosyl-tRNA synthetase
PDCD2L,84306,programmed cell death 2-like
ZNF10,7556,zinc finger protein 10
HNRNPL,3191,heterogeneous nuclear ribonucleoprotein L
PPP4C,5531,"protein phosphatase 4 (formerly X), catalytic subunit"
ZNF124,7678,zinc finger protein 124
SERF1B,728492,small EDRK-rich factor 1B (centromeric)
ZMYM6,9204,"zinc finger, MYM-type 6"
ID3,3399,"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein"
PI16,221476,peptidase inhibitor 16
ZNF503,84858,zinc finger protein 503
EBAG9,9166,"estrogen receptor binding site associated, antigen, 9"
TBX2,6909,T-box 2
DPY19L4,286148,dpy-19-like 4 (C. elegans)
PRR18,285800,proline rich region 18
CDX4,1046,caudal type homeobox 4
CCR1,1230,chemokine (C-C motif) receptor 1
CLEC4C,170482,"C-type lectin domain family 4, member C"
GPR78,27201,G protein-coupled receptor 78
LIPT1,51601,lipoyltransferase 1
C4orf15,79441,chromosome 4 open reading frame 15
MTA2,9219,"metastasis associated 1 family, member 2"
ANAPC2,29882,anaphase promoting complex subunit 2
KCNAB2,8514,"potassium voltage-gated channel, shaker-related subfamily, beta member 2"
TAF7,6879,"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa"
ARMC4,55130,armadillo repeat containing 4
PDHA1,5160,pyruvate dehydrogenase (lipoamide) alpha 1
C15orf40,123207,chromosome 15 open reading frame 40
TMC7,79905,transmembrane channel-like 7
ST3GAL1,6482,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
KCNH8,131096,"potassium voltage-gated channel, subfamily H (eag-related), member 8"
KLHDC8B,200942,kelch domain containing 8B
FLJ20035,55601,hypothetical protein FLJ20035
UBP1,7342,upstream binding protein 1 transcription factor
C1orf19,116461,chromosome 1 open reading frame 19
TXK,7294,TXK tyrosine kinase
RAB14,51552,"RAB14, member RAS oncogene family"
C19orf63,284361,chromosome 19 open reading frame 63
PPAN,56342,peter pan homolog
NUDT13,25961,nudix (nucleoside diphosphate linked moiety X)-type motif 13
SNTG2,54221,"syntrophin, gamma 2"
ETV4,2118,"ets variant gene 4 (E1A enhancer binding protein, E1AF)"
KCNC3,3748,"potassium voltage-gated channel, Shaw-related subfamily, member 3"
MAGEA12,4111,"melanoma antigen family A, 12"
IFNA21,3452,"interferon, alpha 21"
SYT3,84258,synaptotagmin III
GTF3C3,9330,"general transcription factor IIIC, polypeptide 3, 102kDa"
ZNF785,146540,zinc finger protein 785
TFAM,7019,"transcription factor A, mitochondrial"
TAF9B,51616,"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa"
DOCK11,139818,dedicator of cytokinesis 11
GRAP,10750,GRB2-related adaptor protein
ACCN1,40,"amiloride-sensitive cation channel 1, neuronal (degenerin)"
ZNF385,25946,zinc finger protein 385
FEM1C,56929,fem-1 homolog c (C. elegans)
B3GAT1,27087,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)"
KIAA0664,23277,KIAA0664
SLC5A4,6527,"solute carrier family 5 (low affinity glucose cotransporter), member 4"
ZMAT2,153527,"zinc finger, matrin type 2"
STK40,83931,serine/threonine kinase 40
